UniqueCount	AmbigCount
2	0
2	0
5	0
1	3
31	0
0	0
1	0
0	0
3	0
19	0
0	0
115	0
106	0
626	0
304	0
44	0
0	0
27	0
497	0
251	0
19	1
0	0
2748	0
195	0
12	0
3054	0
20	0
9	0
2	0
6	0
5	0
0	0
7	0
820	0
83	0
430	0
11	0
9	0
6	0
10	0
96	0
170	0
78	0
481	0
837	0
52	0
10	0
2	0
0	0
987	0
231	0
106	0
39	0
4	0
234	0
1077	0
17	0
110	0
998	0
19	0
14	0
0	0
930	0
0	0
1	0
491	0
295	0
13	0
3	0
610	0
178	0
166	0
318	0
375	0
418	0
113	0
304	0
7	0
14187	0
24	0
264	0
27	0
480	0
0	0
14	0
503	138
805	0
2208	0
485	0
4	0
67	0
3505	0
10	0
3	0
5	0
0	0
2	0
76	0
5781	0
767	0
0	0
12	0
10	0
16	0
1	0
4	0
3	0
123	0
0	0
328	0
0	0
116	0
169	0
0	0
246	0
0	0
1	0
1	0
14	0
135	0
696	0
0	0
494	0
481	0
38	0
35	0
0	0
0	0
134	2
1	0
283	0
2	0
4	0
5	0
284	0
728	0
8356	0
10	0
0	0
30	0
119	0
1	0
89	0
9	0
2	0
1	0
1	0
2	0
1	0
1	0
4	0
2	0
5	0
29	0
0	0
0	0
23	0
273	0
77	0
18	0
8	0
0	0
0	0
11	0
1	0
36	0
4	0
198	0
777	0
1397	0
174	0
11	4
8	0
0	0
1	0
0	0
13	0
0	0
0	0
138	0
123	0
23	0
153	0
0	0
3	0
2	0
90	0
0	0
175	0
0	0
0	0
0	0
1	0
111	0
6	0
3	0
0	0
0	0
173	0
10	0
40	0
0	0
5	0
2561	43
13	0
29	0
22	0
271	0
0	0
205	0
1	0
5	0
1	0
9	0
24	0
6	0
30	0
6	0
146	0
56	0
1	0
7	0
30	0
2	0
2	0
153	0
16	0
825	0
158	0
0	0
153	0
0	4
13	0
4	0
0	0
207	0
1	0
32	0
43	0
931	0
128	0
441	0
582	0
59	0
37	0
198	0
22	0
150	0
804	0
2757	0
52	0
4757	0
25	0
32	0
21	0
396	0
1779	0
1386	0
35	32
6	0
17	0
120	0
122	0
10412	0
91	119
5	119
2731	0
87	2
65	0
48	0
30	0
0	0
44	0
5	0
1	0
389	0
265	0
209	0
2929	0
19	0
348	0
3399	0
197	0
300	0
466	0
275	0
389	0
2350	39
18	0
221	4
8966	8
6641	10
2488	0
240	14
357	0
15	0
148	0
1183	0
1107	0
4	0
2320	139
181	0
1274	0
57	0
28	0
52	0
6	0
325	0
13	0
398	0
127	0
197	0
166	0
145	0
1844	0
31	0
6163	0
15	0
1	0
296	0
209	0
546	0
126	2
465	2
113	0
223	0
16	0
241	0
35	0
3	0
28	0
102	2
721	0
2	0
2	0
96	0
41	0
126	0
343	0
174	0
25	0
751	0
268	1
46	0
156	0
3633	0
3457	0
460	0
46	0
86	0
141	0
1	0
15	0
2	0
22	0
0	0
0	0
0	0
5	0
0	0
1	0
0	21
2	0
7	0
0	0
3	0
3	0
1	0
1	0
0	0
4	0
2	0
