TXNAME,GENEID
TRINITY_DN6042_c1_g2_i1,TRINITY_DN6042_c1_g2_i1
TRINITY_DN6042_c0_g1_i9,TRINITY_DN6042_c0_g1_i9
TRINITY_DN6077_c0_g1_i1,TRINITY_DN6077_c0_g1_i1
TRINITY_DN44516_c0_g1_i1,TRINITY_DN44516_c0_g1_i1
TRINITY_DN44564_c0_g1_i1,TRINITY_DN44564_c0_g1_i1
TRINITY_DN44552_c0_g1_i1,TRINITY_DN44552_c0_g1_i1
TRINITY_DN44521_c0_g1_i1,TRINITY_DN44521_c0_g1_i1
TRINITY_DN44587_c0_g1_i1,TRINITY_DN44587_c0_g1_i1
TRINITY_DN44535_c0_g1_i1,TRINITY_DN44535_c0_g1_i1
TRINITY_DN44577_c0_g1_i1,TRINITY_DN44577_c0_g1_i1
TRINITY_DN44575_c0_g1_i1,TRINITY_DN44575_c0_g1_i1
TRINITY_DN44573_c0_g1_i1,TRINITY_DN44573_c0_g1_i1
TRINITY_DN44574_c0_g1_i1,TRINITY_DN44574_c0_g1_i1
TRINITY_DN44510_c0_g1_i1,TRINITY_DN44510_c0_g1_i1
TRINITY_DN44578_c0_g1_i1,TRINITY_DN44578_c0_g1_i1
TRINITY_DN44596_c0_g1_i1,TRINITY_DN44596_c0_g1_i1
TRINITY_DN44557_c0_g1_i1,TRINITY_DN44557_c0_g1_i1
TRINITY_DN44567_c0_g1_i1,TRINITY_DN44567_c0_g1_i1
TRINITY_DN44539_c0_g1_i1,TRINITY_DN44539_c0_g1_i1
TRINITY_DN44543_c0_g1_i1,TRINITY_DN44543_c0_g1_i1
TRINITY_DN44571_c0_g1_i1,TRINITY_DN44571_c0_g1_i1
TRINITY_DN44508_c0_g1_i1,TRINITY_DN44508_c0_g1_i1
TRINITY_DN44504_c0_g1_i1,TRINITY_DN44504_c0_g1_i1
TRINITY_DN44533_c0_g1_i1,TRINITY_DN44533_c0_g1_i1
TRINITY_DN44583_c0_g1_i1,TRINITY_DN44583_c0_g1_i1
TRINITY_DN44511_c0_g1_i1,TRINITY_DN44511_c0_g1_i1
TRINITY_DN44509_c0_g1_i1,TRINITY_DN44509_c0_g1_i1
TRINITY_DN44590_c0_g1_i1,TRINITY_DN44590_c0_g1_i1
TRINITY_DN44597_c0_g1_i1,TRINITY_DN44597_c0_g1_i1
TRINITY_DN44561_c0_g1_i1,TRINITY_DN44561_c0_g1_i1
TRINITY_DN44531_c0_g1_i1,TRINITY_DN44531_c0_g1_i1
TRINITY_DN44503_c0_g1_i1,TRINITY_DN44503_c0_g1_i1
TRINITY_DN44501_c0_g1_i1,TRINITY_DN44501_c0_g1_i1
TRINITY_DN44502_c0_g1_i1,TRINITY_DN44502_c0_g1_i1
TRINITY_DN44554_c0_g1_i1,TRINITY_DN44554_c0_g1_i1
TRINITY_DN44592_c0_g1_i1,TRINITY_DN44592_c0_g1_i1
TRINITY_DN44547_c0_g1_i1,TRINITY_DN44547_c0_g1_i1
TRINITY_DN44593_c0_g1_i1,TRINITY_DN44593_c0_g1_i1
TRINITY_DN44537_c0_g1_i1,TRINITY_DN44537_c0_g1_i1
TRINITY_DN20290_c0_g1_i1,TRINITY_DN20290_c0_g1_i1
TRINITY_DN20216_c0_g1_i1,TRINITY_DN20216_c0_g1_i1
TRINITY_DN20224_c0_g1_i2,TRINITY_DN20224_c0_g1_i2
TRINITY_DN20226_c0_g1_i1,TRINITY_DN20226_c0_g1_i1
TRINITY_DN20287_c0_g1_i1,TRINITY_DN20287_c0_g1_i1
TRINITY_DN20281_c0_g1_i1,TRINITY_DN20281_c0_g1_i1
TRINITY_DN20296_c0_g1_i1,TRINITY_DN20296_c0_g1_i1
TRINITY_DN20262_c0_g1_i1,TRINITY_DN20262_c0_g1_i1
TRINITY_DN20211_c0_g1_i4,TRINITY_DN20211_c0_g1_i4
TRINITY_DN20276_c0_g1_i1,TRINITY_DN20276_c0_g1_i1
TRINITY_DN20255_c0_g1_i2,TRINITY_DN20255_c0_g1_i2
TRINITY_DN20247_c0_g1_i6,TRINITY_DN20247_c0_g1_i6
TRINITY_DN20229_c0_g1_i1,TRINITY_DN20229_c0_g1_i1
TRINITY_DN20210_c0_g1_i2,TRINITY_DN20210_c0_g1_i2
TRINITY_DN20243_c0_g1_i1,TRINITY_DN20243_c0_g1_i1
TRINITY_DN20263_c0_g1_i1,TRINITY_DN20263_c0_g1_i1
TRINITY_DN20220_c0_g1_i1,TRINITY_DN20220_c0_g1_i1
TRINITY_DN20279_c0_g1_i1,TRINITY_DN20279_c0_g1_i1
TRINITY_DN20279_c0_g2_i1,TRINITY_DN20279_c0_g2_i1
TRINITY_DN20283_c0_g1_i1,TRINITY_DN20283_c0_g1_i1
TRINITY_DN20238_c2_g1_i1,TRINITY_DN20238_c2_g1_i1
TRINITY_DN20238_c0_g2_i1,TRINITY_DN20238_c0_g2_i1
TRINITY_DN20214_c0_g2_i1,TRINITY_DN20214_c0_g2_i1
TRINITY_DN20234_c0_g1_i1,TRINITY_DN20234_c0_g1_i1
TRINITY_DN20291_c0_g1_i4,TRINITY_DN20291_c0_g1_i4
TRINITY_DN20270_c0_g1_i1,TRINITY_DN20270_c0_g1_i1
TRINITY_DN20285_c0_g1_i4,TRINITY_DN20285_c0_g1_i4
TRINITY_DN20244_c0_g1_i1,TRINITY_DN20244_c0_g1_i1
TRINITY_DN20202_c0_g2_i1,TRINITY_DN20202_c0_g2_i1
TRINITY_DN20233_c0_g1_i1,TRINITY_DN20233_c0_g1_i1
TRINITY_DN20286_c0_g1_i1,TRINITY_DN20286_c0_g1_i1
TRINITY_DN20232_c0_g1_i1,TRINITY_DN20232_c0_g1_i1
TRINITY_DN20297_c0_g1_i1,TRINITY_DN20297_c0_g1_i1
TRINITY_DN20227_c0_g1_i1,TRINITY_DN20227_c0_g1_i1
TRINITY_DN20227_c0_g2_i1,TRINITY_DN20227_c0_g2_i1
TRINITY_DN20282_c0_g1_i1,TRINITY_DN20282_c0_g1_i1
TRINITY_DN20245_c0_g2_i1,TRINITY_DN20245_c0_g2_i1
TRINITY_DN20223_c0_g1_i3,TRINITY_DN20223_c0_g1_i3
TRINITY_DN20269_c0_g1_i2,TRINITY_DN20269_c0_g1_i2
TRINITY_DN20269_c0_g2_i1,TRINITY_DN20269_c0_g2_i1
TRINITY_DN20274_c0_g1_i1,TRINITY_DN20274_c0_g1_i1
TRINITY_DN20218_c0_g1_i2,TRINITY_DN20218_c0_g1_i2
TRINITY_DN20298_c0_g1_i3,TRINITY_DN20298_c0_g1_i3
TRINITY_DN20271_c0_g1_i1,TRINITY_DN20271_c0_g1_i1
TRINITY_DN20212_c0_g1_i1,TRINITY_DN20212_c0_g1_i1
TRINITY_DN20208_c1_g1_i4,TRINITY_DN20208_c1_g1_i4
TRINITY_DN20259_c0_g1_i1,TRINITY_DN20259_c0_g1_i1
TRINITY_DN20294_c0_g1_i1,TRINITY_DN20294_c0_g1_i1
TRINITY_DN20207_c0_g1_i1,TRINITY_DN20207_c0_g1_i1
TRINITY_DN20280_c0_g1_i1,TRINITY_DN20280_c0_g1_i1
TRINITY_DN20273_c0_g1_i2,TRINITY_DN20273_c0_g1_i2
TRINITY_DN6520_c0_g1_i9,TRINITY_DN6520_c0_g1_i9
TRINITY_DN6597_c0_g1_i3,TRINITY_DN6597_c0_g1_i3
TRINITY_DN6568_c0_g1_i1,TRINITY_DN6568_c0_g1_i1
TRINITY_DN6583_c0_g1_i1,TRINITY_DN6583_c0_g1_i1
TRINITY_DN6543_c0_g1_i1,TRINITY_DN6543_c0_g1_i1
TRINITY_DN6538_c0_g1_i1,TRINITY_DN6538_c0_g1_i1
TRINITY_DN6545_c0_g4_i1,TRINITY_DN6545_c0_g4_i1
TRINITY_DN6545_c0_g1_i1,TRINITY_DN6545_c0_g1_i1
TRINITY_DN6545_c0_g2_i1,TRINITY_DN6545_c0_g2_i1
TRINITY_DN6506_c0_g1_i2,TRINITY_DN6506_c0_g1_i2
TRINITY_DN6528_c0_g1_i1,TRINITY_DN6528_c0_g1_i1
TRINITY_DN6561_c0_g1_i1,TRINITY_DN6561_c0_g1_i1
TRINITY_DN6530_c1_g1_i1,TRINITY_DN6530_c1_g1_i1
TRINITY_DN6530_c0_g1_i2,TRINITY_DN6530_c0_g1_i2
TRINITY_DN6555_c0_g1_i1,TRINITY_DN6555_c0_g1_i1
TRINITY_DN6562_c0_g1_i1,TRINITY_DN6562_c0_g1_i1
TRINITY_DN6512_c0_g1_i2,TRINITY_DN6512_c0_g1_i2
TRINITY_DN6588_c1_g1_i1,TRINITY_DN6588_c1_g1_i1
TRINITY_DN6588_c0_g1_i1,TRINITY_DN6588_c0_g1_i1
TRINITY_DN6588_c0_g2_i2,TRINITY_DN6588_c0_g2_i2
TRINITY_DN6588_c0_g3_i1,TRINITY_DN6588_c0_g3_i1
TRINITY_DN6537_c0_g1_i9,TRINITY_DN6537_c0_g1_i9
TRINITY_DN6565_c0_g1_i1,TRINITY_DN6565_c0_g1_i1
TRINITY_DN6565_c5_g1_i2,TRINITY_DN6565_c5_g1_i2
TRINITY_DN6565_c3_g1_i5,TRINITY_DN6565_c3_g1_i5
TRINITY_DN6565_c1_g2_i1,TRINITY_DN6565_c1_g2_i1
TRINITY_DN6565_c1_g1_i3,TRINITY_DN6565_c1_g1_i3
TRINITY_DN6565_c2_g1_i1,TRINITY_DN6565_c2_g1_i1
TRINITY_DN6556_c1_g1_i1,TRINITY_DN6556_c1_g1_i1
TRINITY_DN6556_c0_g1_i2,TRINITY_DN6556_c0_g1_i2
TRINITY_DN6570_c0_g1_i2,TRINITY_DN6570_c0_g1_i2
TRINITY_DN6518_c0_g1_i1,TRINITY_DN6518_c0_g1_i1
TRINITY_DN6518_c0_g2_i1,TRINITY_DN6518_c0_g2_i1
TRINITY_DN6584_c0_g1_i5,TRINITY_DN6584_c0_g1_i5
TRINITY_DN6501_c0_g1_i2,TRINITY_DN6501_c0_g1_i2
TRINITY_DN6580_c0_g1_i1,TRINITY_DN6580_c0_g1_i1
TRINITY_DN6571_c0_g1_i4,TRINITY_DN6571_c0_g1_i4
TRINITY_DN6569_c0_g1_i1,TRINITY_DN6569_c0_g1_i1
TRINITY_DN6560_c0_g1_i2,TRINITY_DN6560_c0_g1_i2
TRINITY_DN6551_c0_g1_i5,TRINITY_DN6551_c0_g1_i5
TRINITY_DN6551_c1_g2_i1,TRINITY_DN6551_c1_g2_i1
TRINITY_DN6551_c1_g1_i2,TRINITY_DN6551_c1_g1_i2
TRINITY_DN6551_c2_g1_i1,TRINITY_DN6551_c2_g1_i1
TRINITY_DN6519_c0_g1_i1,TRINITY_DN6519_c0_g1_i1
TRINITY_DN6550_c0_g1_i1,TRINITY_DN6550_c0_g1_i1
TRINITY_DN6563_c0_g1_i1,TRINITY_DN6563_c0_g1_i1
TRINITY_DN6525_c0_g1_i1,TRINITY_DN6525_c0_g1_i1
TRINITY_DN6575_c1_g1_i1,TRINITY_DN6575_c1_g1_i1
TRINITY_DN6575_c2_g1_i2,TRINITY_DN6575_c2_g1_i2
TRINITY_DN6575_c0_g1_i6,TRINITY_DN6575_c0_g1_i6
TRINITY_DN6516_c0_g1_i3,TRINITY_DN6516_c0_g1_i3
TRINITY_DN6598_c1_g1_i1,TRINITY_DN6598_c1_g1_i1
TRINITY_DN6598_c0_g1_i5,TRINITY_DN6598_c0_g1_i5
TRINITY_DN6507_c0_g4_i1,TRINITY_DN6507_c0_g4_i1
TRINITY_DN6507_c0_g1_i1,TRINITY_DN6507_c0_g1_i1
TRINITY_DN6507_c0_g2_i1,TRINITY_DN6507_c0_g2_i1
TRINITY_DN6507_c0_g3_i1,TRINITY_DN6507_c0_g3_i1
TRINITY_DN6547_c0_g1_i1,TRINITY_DN6547_c0_g1_i1
TRINITY_DN6529_c0_g1_i1,TRINITY_DN6529_c0_g1_i1
TRINITY_DN6576_c0_g1_i1,TRINITY_DN6576_c0_g1_i1
TRINITY_DN6573_c1_g1_i1,TRINITY_DN6573_c1_g1_i1
TRINITY_DN6573_c0_g1_i1,TRINITY_DN6573_c0_g1_i1
TRINITY_DN6559_c1_g3_i1,TRINITY_DN6559_c1_g3_i1
TRINITY_DN6559_c1_g2_i3,TRINITY_DN6559_c1_g2_i3
TRINITY_DN6559_c1_g1_i6,TRINITY_DN6559_c1_g1_i6
TRINITY_DN6559_c0_g1_i4,TRINITY_DN6559_c0_g1_i4
TRINITY_DN6579_c0_g1_i4,TRINITY_DN6579_c0_g1_i4
TRINITY_DN6579_c0_g2_i1,TRINITY_DN6579_c0_g2_i1
TRINITY_DN6500_c0_g1_i2,TRINITY_DN6500_c0_g1_i2
TRINITY_DN6549_c0_g1_i1,TRINITY_DN6549_c0_g1_i1
TRINITY_DN6595_c0_g4_i2,TRINITY_DN6595_c0_g4_i2
TRINITY_DN6595_c0_g5_i1,TRINITY_DN6595_c0_g5_i1
TRINITY_DN6595_c0_g2_i3,TRINITY_DN6595_c0_g2_i3
TRINITY_DN6595_c0_g3_i1,TRINITY_DN6595_c0_g3_i1
TRINITY_DN6595_c3_g1_i1,TRINITY_DN6595_c3_g1_i1
TRINITY_DN6595_c4_g1_i1,TRINITY_DN6595_c4_g1_i1
TRINITY_DN6595_c1_g1_i2,TRINITY_DN6595_c1_g1_i2
TRINITY_DN6572_c0_g1_i1,TRINITY_DN6572_c0_g1_i1
TRINITY_DN6593_c0_g1_i3,TRINITY_DN6593_c0_g1_i3
TRINITY_DN6578_c0_g1_i4,TRINITY_DN6578_c0_g1_i4
TRINITY_DN6578_c0_g2_i1,TRINITY_DN6578_c0_g2_i1
TRINITY_DN6578_c3_g1_i2,TRINITY_DN6578_c3_g1_i2
TRINITY_DN6578_c4_g1_i1,TRINITY_DN6578_c4_g1_i1
TRINITY_DN6578_c1_g1_i4,TRINITY_DN6578_c1_g1_i4
TRINITY_DN6578_c2_g1_i2,TRINITY_DN6578_c2_g1_i2
TRINITY_DN6591_c0_g1_i2,TRINITY_DN6591_c0_g1_i2
TRINITY_DN6591_c0_g2_i1,TRINITY_DN6591_c0_g2_i1
TRINITY_DN6574_c0_g1_i1,TRINITY_DN6574_c0_g1_i1
TRINITY_DN6554_c0_g1_i4,TRINITY_DN6554_c0_g1_i4
TRINITY_DN6532_c0_g1_i1,TRINITY_DN6532_c0_g1_i1
TRINITY_DN6532_c0_g2_i1,TRINITY_DN6532_c0_g2_i1
TRINITY_DN6535_c0_g1_i1,TRINITY_DN6535_c0_g1_i1
TRINITY_DN6577_c0_g1_i2,TRINITY_DN6577_c0_g1_i2
TRINITY_DN6534_c1_g1_i1,TRINITY_DN6534_c1_g1_i1
TRINITY_DN6534_c0_g1_i9,TRINITY_DN6534_c0_g1_i9
TRINITY_DN6557_c0_g1_i1,TRINITY_DN6557_c0_g1_i1
TRINITY_DN6542_c0_g1_i3,TRINITY_DN6542_c0_g1_i3
TRINITY_DN6564_c0_g1_i2,TRINITY_DN6564_c0_g1_i2
TRINITY_DN6515_c0_g1_i1,TRINITY_DN6515_c0_g1_i1
TRINITY_DN6508_c0_g2_i1,TRINITY_DN6508_c0_g2_i1
TRINITY_DN6531_c0_g1_i1,TRINITY_DN6531_c0_g1_i1
TRINITY_DN6558_c1_g1_i1,TRINITY_DN6558_c1_g1_i1
TRINITY_DN6558_c0_g1_i1,TRINITY_DN6558_c0_g1_i1
TRINITY_DN6524_c0_g1_i2,TRINITY_DN6524_c0_g1_i2
TRINITY_DN6552_c3_g1_i1,TRINITY_DN6552_c3_g1_i1
TRINITY_DN6552_c1_g1_i1,TRINITY_DN6552_c1_g1_i1
TRINITY_DN6552_c2_g1_i1,TRINITY_DN6552_c2_g1_i1
TRINITY_DN6552_c0_g1_i4,TRINITY_DN6552_c0_g1_i4
TRINITY_DN6552_c0_g2_i1,TRINITY_DN6552_c0_g2_i1
TRINITY_DN6582_c0_g1_i4,TRINITY_DN6582_c0_g1_i4
TRINITY_DN6548_c0_g4_i4,TRINITY_DN6548_c0_g4_i4
TRINITY_DN6548_c0_g6_i3,TRINITY_DN6548_c0_g6_i3
TRINITY_DN6548_c0_g2_i1,TRINITY_DN6548_c0_g2_i1
TRINITY_DN6526_c1_g1_i5,TRINITY_DN6526_c1_g1_i5
TRINITY_DN6526_c0_g1_i6,TRINITY_DN6526_c0_g1_i6
TRINITY_DN6526_c0_g2_i1,TRINITY_DN6526_c0_g2_i1
TRINITY_DN6541_c0_g1_i1,TRINITY_DN6541_c0_g1_i1
TRINITY_DN6523_c0_g1_i2,TRINITY_DN6523_c0_g1_i2
TRINITY_DN6590_c0_g1_i2,TRINITY_DN6590_c0_g1_i2
TRINITY_DN6514_c0_g1_i1,TRINITY_DN6514_c0_g1_i1
TRINITY_DN6533_c0_g1_i2,TRINITY_DN6533_c0_g1_i2
TRINITY_DN6594_c0_g5_i1,TRINITY_DN6594_c0_g5_i1
TRINITY_DN6594_c0_g1_i3,TRINITY_DN6594_c0_g1_i3
TRINITY_DN6594_c0_g2_i1,TRINITY_DN6594_c0_g2_i1
TRINITY_DN6594_c1_g1_i2,TRINITY_DN6594_c1_g1_i2
TRINITY_DN6594_c2_g1_i1,TRINITY_DN6594_c2_g1_i1
TRINITY_DN6522_c1_g1_i1,TRINITY_DN6522_c1_g1_i1
TRINITY_DN6522_c0_g1_i3,TRINITY_DN6522_c0_g1_i3
TRINITY_DN6504_c0_g1_i7,TRINITY_DN6504_c0_g1_i7
TRINITY_DN6504_c0_g2_i1,TRINITY_DN6504_c0_g2_i1
TRINITY_DN6503_c1_g2_i1,TRINITY_DN6503_c1_g2_i1
TRINITY_DN6503_c1_g1_i2,TRINITY_DN6503_c1_g1_i2
TRINITY_DN6503_c0_g1_i5,TRINITY_DN6503_c0_g1_i5
TRINITY_DN6539_c0_g1_i1,TRINITY_DN6539_c0_g1_i1
TRINITY_DN6505_c0_g1_i2,TRINITY_DN6505_c0_g1_i2
TRINITY_DN6596_c0_g1_i3,TRINITY_DN6596_c0_g1_i3
TRINITY_DN6596_c1_g3_i1,TRINITY_DN6596_c1_g3_i1
TRINITY_DN6596_c1_g2_i1,TRINITY_DN6596_c1_g2_i1
TRINITY_DN6596_c1_g1_i1,TRINITY_DN6596_c1_g1_i1
TRINITY_DN6596_c1_g6_i1,TRINITY_DN6596_c1_g6_i1
TRINITY_DN6596_c1_g5_i1,TRINITY_DN6596_c1_g5_i1
TRINITY_DN6596_c1_g4_i2,TRINITY_DN6596_c1_g4_i2
TRINITY_DN6596_c1_g9_i1,TRINITY_DN6596_c1_g9_i1
TRINITY_DN47250_c0_g1_i1,TRINITY_DN47250_c0_g1_i1
TRINITY_DN47270_c0_g1_i1,TRINITY_DN47270_c0_g1_i1
TRINITY_DN47212_c0_g1_i1,TRINITY_DN47212_c0_g1_i1
TRINITY_DN47224_c0_g1_i1,TRINITY_DN47224_c0_g1_i1
TRINITY_DN47239_c0_g1_i1,TRINITY_DN47239_c0_g1_i1
TRINITY_DN47279_c0_g1_i1,TRINITY_DN47279_c0_g1_i1
TRINITY_DN47229_c0_g1_i1,TRINITY_DN47229_c0_g1_i1
TRINITY_DN47257_c0_g1_i1,TRINITY_DN47257_c0_g1_i1
TRINITY_DN47278_c0_g1_i1,TRINITY_DN47278_c0_g1_i1
TRINITY_DN47214_c0_g1_i1,TRINITY_DN47214_c0_g1_i1
TRINITY_DN47232_c0_g1_i1,TRINITY_DN47232_c0_g1_i1
TRINITY_DN47258_c0_g1_i1,TRINITY_DN47258_c0_g1_i1
TRINITY_DN47253_c0_g1_i1,TRINITY_DN47253_c0_g1_i1
TRINITY_DN47251_c0_g1_i1,TRINITY_DN47251_c0_g1_i1
TRINITY_DN47289_c0_g1_i1,TRINITY_DN47289_c0_g1_i1
TRINITY_DN47209_c0_g1_i1,TRINITY_DN47209_c0_g1_i1
TRINITY_DN47249_c0_g1_i1,TRINITY_DN47249_c0_g1_i1
TRINITY_DN47291_c0_g1_i1,TRINITY_DN47291_c0_g1_i1
TRINITY_DN47243_c0_g1_i1,TRINITY_DN47243_c0_g1_i1
TRINITY_DN47206_c0_g1_i1,TRINITY_DN47206_c0_g1_i1
TRINITY_DN47254_c0_g1_i1,TRINITY_DN47254_c0_g1_i1
TRINITY_DN47204_c0_g1_i1,TRINITY_DN47204_c0_g1_i1
TRINITY_DN47294_c0_g1_i1,TRINITY_DN47294_c0_g1_i1
TRINITY_DN47283_c0_g1_i1,TRINITY_DN47283_c0_g1_i1
TRINITY_DN47286_c0_g1_i1,TRINITY_DN47286_c0_g1_i1
TRINITY_DN47275_c0_g1_i1,TRINITY_DN47275_c0_g1_i1
TRINITY_DN47205_c0_g1_i1,TRINITY_DN47205_c0_g1_i1
TRINITY_DN47235_c0_g1_i1,TRINITY_DN47235_c0_g1_i1
TRINITY_DN47202_c0_g1_i1,TRINITY_DN47202_c0_g1_i1
TRINITY_DN47215_c0_g1_i1,TRINITY_DN47215_c0_g1_i1
TRINITY_DN47227_c0_g1_i1,TRINITY_DN47227_c0_g1_i1
TRINITY_DN47295_c0_g1_i1,TRINITY_DN47295_c0_g1_i1
TRINITY_DN47231_c0_g1_i1,TRINITY_DN47231_c0_g1_i1
TRINITY_DN12252_c0_g1_i3,TRINITY_DN12252_c0_g1_i3
TRINITY_DN12271_c1_g1_i1,TRINITY_DN12271_c1_g1_i1
TRINITY_DN12271_c0_g1_i1,TRINITY_DN12271_c0_g1_i1
TRINITY_DN12271_c0_g2_i2,TRINITY_DN12271_c0_g2_i2
TRINITY_DN12271_c0_g3_i1,TRINITY_DN12271_c0_g3_i1
TRINITY_DN12239_c0_g2_i1,TRINITY_DN12239_c0_g2_i1
TRINITY_DN12264_c0_g1_i1,TRINITY_DN12264_c0_g1_i1
TRINITY_DN12223_c0_g1_i1,TRINITY_DN12223_c0_g1_i1
TRINITY_DN12240_c0_g1_i1,TRINITY_DN12240_c0_g1_i1
TRINITY_DN12258_c0_g1_i1,TRINITY_DN12258_c0_g1_i1
TRINITY_DN12204_c0_g4_i1,TRINITY_DN12204_c0_g4_i1
TRINITY_DN12204_c0_g1_i1,TRINITY_DN12204_c0_g1_i1
TRINITY_DN12204_c0_g3_i1,TRINITY_DN12204_c0_g3_i1
TRINITY_DN12204_c3_g1_i1,TRINITY_DN12204_c3_g1_i1
TRINITY_DN12204_c4_g1_i1,TRINITY_DN12204_c4_g1_i1
TRINITY_DN12204_c1_g1_i4,TRINITY_DN12204_c1_g1_i4
TRINITY_DN12204_c2_g1_i2,TRINITY_DN12204_c2_g1_i2
TRINITY_DN12263_c1_g1_i1,TRINITY_DN12263_c1_g1_i1
TRINITY_DN12297_c1_g1_i1,TRINITY_DN12297_c1_g1_i1
TRINITY_DN12297_c0_g1_i1,TRINITY_DN12297_c0_g1_i1
TRINITY_DN12285_c0_g1_i3,TRINITY_DN12285_c0_g1_i3
TRINITY_DN12290_c0_g1_i2,TRINITY_DN12290_c0_g1_i2
TRINITY_DN12269_c0_g1_i1,TRINITY_DN12269_c0_g1_i1
TRINITY_DN12269_c0_g2_i2,TRINITY_DN12269_c0_g2_i2
TRINITY_DN12208_c1_g1_i1,TRINITY_DN12208_c1_g1_i1
TRINITY_DN12208_c0_g1_i7,TRINITY_DN12208_c0_g1_i7
TRINITY_DN12208_c0_g2_i1,TRINITY_DN12208_c0_g2_i1
TRINITY_DN12234_c0_g1_i1,TRINITY_DN12234_c0_g1_i1
TRINITY_DN12284_c0_g1_i1,TRINITY_DN12284_c0_g1_i1
TRINITY_DN12210_c0_g1_i1,TRINITY_DN12210_c0_g1_i1
TRINITY_DN12299_c0_g2_i1,TRINITY_DN12299_c0_g2_i1
TRINITY_DN12205_c0_g2_i1,TRINITY_DN12205_c0_g2_i1
TRINITY_DN12242_c0_g1_i1,TRINITY_DN12242_c0_g1_i1
TRINITY_DN12238_c1_g1_i1,TRINITY_DN12238_c1_g1_i1
TRINITY_DN12238_c0_g1_i6,TRINITY_DN12238_c0_g1_i6
TRINITY_DN12253_c0_g1_i5,TRINITY_DN12253_c0_g1_i5
TRINITY_DN12215_c0_g1_i1,TRINITY_DN12215_c0_g1_i1
TRINITY_DN12206_c0_g1_i1,TRINITY_DN12206_c0_g1_i1
TRINITY_DN12225_c0_g1_i1,TRINITY_DN12225_c0_g1_i1
TRINITY_DN12225_c0_g2_i1,TRINITY_DN12225_c0_g2_i1
TRINITY_DN12225_c0_g3_i1,TRINITY_DN12225_c0_g3_i1
TRINITY_DN12225_c3_g1_i1,TRINITY_DN12225_c3_g1_i1
TRINITY_DN12225_c2_g2_i1,TRINITY_DN12225_c2_g2_i1
TRINITY_DN12225_c2_g1_i1,TRINITY_DN12225_c2_g1_i1
TRINITY_DN12268_c0_g1_i1,TRINITY_DN12268_c0_g1_i1
TRINITY_DN12213_c0_g1_i1,TRINITY_DN12213_c0_g1_i1
TRINITY_DN12237_c0_g1_i1,TRINITY_DN12237_c0_g1_i1
TRINITY_DN12241_c0_g4_i1,TRINITY_DN12241_c0_g4_i1
TRINITY_DN12241_c0_g5_i1,TRINITY_DN12241_c0_g5_i1
TRINITY_DN12241_c0_g1_i5,TRINITY_DN12241_c0_g1_i5
TRINITY_DN12241_c0_g2_i2,TRINITY_DN12241_c0_g2_i2
TRINITY_DN12241_c0_g3_i3,TRINITY_DN12241_c0_g3_i3
TRINITY_DN12241_c1_g1_i1,TRINITY_DN12241_c1_g1_i1
TRINITY_DN12241_c2_g1_i2,TRINITY_DN12241_c2_g1_i2
TRINITY_DN12278_c0_g1_i1,TRINITY_DN12278_c0_g1_i1
TRINITY_DN12256_c0_g1_i1,TRINITY_DN12256_c0_g1_i1
TRINITY_DN12260_c0_g1_i1,TRINITY_DN12260_c0_g1_i1
TRINITY_DN12273_c0_g1_i1,TRINITY_DN12273_c0_g1_i1
TRINITY_DN12283_c0_g1_i2,TRINITY_DN12283_c0_g1_i2
TRINITY_DN12255_c0_g1_i1,TRINITY_DN12255_c0_g1_i1
TRINITY_DN12255_c0_g2_i1,TRINITY_DN12255_c0_g2_i1
TRINITY_DN12296_c0_g1_i1,TRINITY_DN12296_c0_g1_i1
TRINITY_DN12279_c0_g1_i3,TRINITY_DN12279_c0_g1_i3
TRINITY_DN12233_c0_g1_i1,TRINITY_DN12233_c0_g1_i1
TRINITY_DN12295_c0_g1_i2,TRINITY_DN12295_c0_g1_i2
TRINITY_DN12222_c0_g1_i1,TRINITY_DN12222_c0_g1_i1
TRINITY_DN12291_c0_g1_i2,TRINITY_DN12291_c0_g1_i2
TRINITY_DN12203_c2_g2_i2,TRINITY_DN12203_c2_g2_i2
TRINITY_DN12203_c2_g1_i1,TRINITY_DN12203_c2_g1_i1
TRINITY_DN12203_c0_g1_i1,TRINITY_DN12203_c0_g1_i1
TRINITY_DN12219_c0_g1_i4,TRINITY_DN12219_c0_g1_i4
TRINITY_DN12280_c0_g1_i1,TRINITY_DN12280_c0_g1_i1
TRINITY_DN12274_c0_g1_i1,TRINITY_DN12274_c0_g1_i1
TRINITY_DN12229_c0_g2_i1,TRINITY_DN12229_c0_g2_i1
TRINITY_DN12281_c0_g1_i4,TRINITY_DN12281_c0_g1_i4
TRINITY_DN12281_c1_g3_i2,TRINITY_DN12281_c1_g3_i2
TRINITY_DN12281_c1_g2_i4,TRINITY_DN12281_c1_g2_i4
TRINITY_DN12281_c1_g1_i1,TRINITY_DN12281_c1_g1_i1
TRINITY_DN12292_c0_g1_i1,TRINITY_DN12292_c0_g1_i1
TRINITY_DN12292_c0_g3_i2,TRINITY_DN12292_c0_g3_i2
TRINITY_DN12250_c0_g1_i1,TRINITY_DN12250_c0_g1_i1
TRINITY_DN12249_c0_g1_i1,TRINITY_DN12249_c0_g1_i1
TRINITY_DN12249_c0_g2_i1,TRINITY_DN12249_c0_g2_i1
