UniqueCount	AmbigCount
0	0
3	0
0	0
2	2
24	0
0	0
2	1
0	0
0	0
3	0
2	0
100	0
74	0
502	0
191	0
48	0
32	0
21	0
403	0
186	0
16	0
9	0
2443	0
4	0
8	0
2110	0
10	0
0	0
0	0
1	0
0	0
11	0
0	0
601	0
43	0
314	0
31	0
12	0
7	0
1	0
115	0
121	0
60	0
428	0
396	0
30	0
5	0
0	0
0	0
552	0
219	0
27	0
18	0
0	0
128	0
746	0
24	0
53	0
787	0
2	0
2	0
11	0
737	0
1	0
1	0
601	0
277	0
0	0
0	0
520	0
197	0
98	0
192	0
284	0
433	0
96	0
273	0
12	0
11966	0
16	0
245	0
3	0
290	0
3	0
20	0
449	178
709	0
1615	0
430	0
1	0
24	0
3158	0
0	0
0	0
0	0
0	0
0	0
102	0
4332	0
692	0
3	0
0	0
0	0
0	0
0	0
5	0
3	0
154	0
10	0
135	0
8	0
89	0
97	0
6	0
0	0
0	0
0	0
0	0
4	0
82	0
604	0
0	0
312	0
301	0
10	0
82	0
0	0
1	0
137	1
6	0
349	0
4	0
0	0
6	0
198	0
432	0
6839	0
12	0
4	0
10	0
72	0
7	0
98	0
5	0
3	0
3	0
3	0
14	0
0	0
0	0
0	0
0	0
5	0
11	0
0	0
0	0
0	0
255	0
44	0
16	0
0	0
13	0
0	0
11	0
0	0
9	0
1	0
191	0
582	2
1132	0
139	0
2	0
0	0
0	0
0	0
0	0
28	0
2	0
0	0
101	0
146	0
12	0
146	0
1	0
0	0
17	0
71	0
0	0
233	0
0	0
0	0
0	0
0	0
154	0
2	0
7	0
3	0
0	0
66	0
0	0
47	0
0	0
0	0
2500	58
23	0
1	0
16	0
203	0
3	0
398	0
1	0
3	0
1	0
5	0
5	0
20	0
18	0
0	0
92	0
39	0
1	0
6	0
62	0
3	0
11	0
64	0
9	0
609	0
152	0
0	0
130	0
6	1
19	0
3	0
0	0
107	0
3	0
67	0
18	0
693	0
107	0
291	0
635	0
90	0
19	1
208	0
31	0
106	0
360	0
2237	0
69	0
4885	0
13	0
2	0
21	0
384	0
1471	0
1051	0
24	21
0	0
22	0
104	0
82	0
7718	0
117	113
6	114
2353	0
65	1
75	0
38	0
130	0
0	0
73	0
0	0
0	0
152	0
224	0
129	0
2443	0
60	0
515	0
2711	0
279	0
277	0
420	0
281	0
317	0
1597	29
10	0
125	3
5519	13
4350	10
1515	0
80	38
184	0
28	0
56	0
1143	0
1145	0
21	0
1819	171
156	0
921	1
177	0
33	0
26	0
10	0
181	0
22	0
272	0
117	0
157	0
127	0
119	0
1604	0
15	0
5825	0
8	0
3	0
128	0
283	0
343	0
125	0
240	0
130	0
165	0
18	0
169	0
47	0
17	0
19	0
49	0
600	0
2	0
0	0
61	0
19	0
109	0
180	0
166	0
16	0
384	0
120	1
39	0
248	0
2123	0
3008	0
494	0
25	0
32	0
133	0
0	0
0	0
0	0
1	0
2	0
0	0
0	0
0	0
4	0
11	0
1	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
89	0
172	0
0	0
80	0
53	0
239	0
6	0
64	0
74	0
14	0
49	0
80	0
131	0
3	0
58	0
121	0
3	0
16	0
422	0
2	0
2	0
27	0
0	0
26	0
36	0
8	0
15	0
7	0
0	0
0	0
105	0
148	0
98	0
0	0
4	0
84	0
2	0
3	0
68	0
0	0
0	0
34	0
114	0
0	0
0	0
68	5296
285	0
0	0
9	0
29	0
12	0
1645	1
34	0
878	0
388	0
6	0
9	0
4	0
147	0
305	0
333	0
62	0
64	0
113	0
184	0
46	0
5210	0
24	0
0	0
8	0
66	0
292	0
35	2
51	0
73	0
11	0
2347	0
196	0
426	0
2	0
99	0
13	0
426	0
322	0
2738	0
48	0
175	0
56	0
198	0
59	0
931	0
43	0
92	0
486	0
1142	0
259	0
214	0
106	0
12	0
203	0
25	0
258	0
488	0
38	0
0	0
0	0
6	0
229	2
155	0
2418	0
70	0
0	0
33	0
287	0
18	0
136	0
20	0
66	0
3	0
664	0
5096	0
74	0
499	0
863	0
84	0
204	0
1	0
17	0
45	0
316	0
54	0
1	0
55	1
3	0
125	0
44	0
3	0
85	0
153	0
693	0
500	0
4425	0
46	0
48	0
0	0
29	0
149	0
316	0
679	0
288	0
48	0
169	0
3	0
24	0
1127	0
2	0
25	0
15	0
140	0
1265	0
62	11
87	0
201	0
406	0
30	0
1251	0
6	0
478	0
417	0
589	0
60	0
935	0
2	0
255	0
453	0
204	0
0	0
0	1
1120	0
1396	0
1780	0
279	0
629	0
1577	134
203	1
1247	0
173	0
40	0
336	0
260	0
0	64
44	64
0	62
23	61
2	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
